Tipo Entrega,Segmento,Cidade,Estado,Postal Code,Regiao,Categoria,Sub-Categoria,Venda,Quantidade,Desconto,Lucro,Codigo_Estado,Latitude,Longitude,Resultado
Econômica,Consumidor,Miami,Florida,33180,South,Material de Escritório,Canetas,10.37,2,0.2,3.63,FL,25.8494759,-80.2579786,Lucro
Econômica,Consumidor,Miami,Florida,33180,South,Tecnologia,Accessórios,335.94,7,0.2,41.99,FL,25.8494759,-80.2579786,Lucro
Econômica,Home Office,Miami,Florida,33180,South,Tecnologia,Smartphones,71.98,3,0.2,9.0,FL,25.8494759,-80.2579786,Lucro
Especial,Consumidor,Miami,Florida,33180,South,Material de Escritório,Pen Drive,4.46,1,0.2,0.33,FL,25.8494759,-80.2579786,Lucro
Padrão,Corporate,Miami,Florida,33180,South,Material de Escritório,Papel,1.87,1,0.7,-1.31,FL,25.8494759,-80.2579786,Prejuízo
Padrão,Corporate,Miami,Florida,33180,South,Material de Escritório,Etiquetas,13.87,6,0.2,4.68,FL,25.8494759,-80.2579786,Lucro
Padrão,Corporate,Miami,Florida,33180,South,Móveis,Cadeiras,273.55,3,0.2,-13.68,FL,25.8494759,-80.2579786,Prejuízo
Padrão,Corporate,Miami,Florida,33180,South,Móveis,Móveis,50.5,6,0.2,8.21,FL,25.8494759,-80.2579786,Lucro
Padrão,Consumidor,Miami,Florida,33180,South,Material de Escritório,Papel,7.23,5,0.7,-5.78,FL,25.8494759,-80.2579786,Prejuízo
Padrão,Consumidor,Miami,Florida,33180,South,Material de Escritório,Pen Drive,17.44,2,0.2,1.31,FL,25.8494759,-80.2579786,Lucro
Padrão,Consumidor,Miami,Florida,33180,South,Material de Escritório,Papel,62.88,4,0.7,-50.3,FL,25.8494759,-80.2579786,Prejuízo
Padrão,Consumidor,Miami,Florida,33180,South,Móveis,Cadernos,290.35,3,0.2,-36.29,FL,25.8494759,-80.2579786,Prejuízo
Especial,Corporate,Miami,Florida,33180,South,Material de Escritório,Papel,15.57,3,0.7,-11.94,FL,25.8494759,-80.2579786,Prejuízo
Padrão,Home Office,Miami,Florida,33180,South,Material de Escritório,Canetas,31.1,6,0.2,10.89,FL,25.8494759,-80.2579786,Lucro
Padrão,Home Office,Miami,Florida,33180,South,Material de Escritório,Grampeador,47.96,5,0.2,4.2,FL,25.8494759,-80.2579786,Lucro
Padrão,Home Office,Miami,Florida,33180,South,Tecnologia,Accessórios,158.93,7,0.2,41.72,FL,25.8494759,-80.2579786,Lucro
Padrão,Home Office,Miami,Florida,33180,South,Material de Escritório,Impressora,211.25,6,0.2,15.84,FL,25.8494759,-80.2579786,Lucro
Padrão,Home Office,Miami,Florida,33180,South,Material de Escritório,Suprimentos Gerais,5.55,2,0.2,-1.04,FL,25.8494759,-80.2579786,Prejuízo
Padrão,Home Office,Miami,Florida,33180,South,Material de Escritório,Etiquetas,2.95,1,0.2,1.0,FL,25.8494759,-80.2579786,Lucro
Econômica,Consumidor,Miami,Florida,33180,South,Móveis,Móveis,25.25,3,0.2,4.1,FL,25.8494759,-80.2579786,Lucro
Padrão,Corporate,Wilmington,North Carolina,28403,South,Material de Escritório,Grampeador,39.07,6,0.2,9.77,NC,34.2257282,-77.9447107,Lucro
Econômica,Consumidor,Wilmington,North Carolina,28403,South,Material de Escritório,Grampeador,19.46,4,0.2,3.4,NC,34.2257282,-77.9447107,Lucro
Especial,Consumidor,Wilmington,North Carolina,28403,South,Material de Escritório,Papel,3.28,2,0.7,-2.63,NC,34.2257282,-77.9447107,Prejuízo
Especial,Consumidor,Wilmington,North Carolina,28403,South,Material de Escritório,Canetas,10.82,4,0.2,3.52,NC,34.2257282,-77.9447107,Lucro
Padrão,Consumidor,Wilmington,North Carolina,28403,South,Material de Escritório,Grampeador,13.12,5,0.2,1.48,NC,34.2257282,-77.9447107,Lucro
Padrão,Consumidor,Wilmington,North Carolina,28403,South,Tecnologia,Smartphones,302.38,3,0.2,37.8,NC,34.2257282,-77.9447107,Lucro
Econômica,Consumidor,Wilmington,North Carolina,28403,South,Material de Escritório,Canetas,16.27,3,0.2,5.29,NC,34.2257282,-77.9447107,Lucro
Padrão,Consumidor,Wilmington,North Carolina,28403,South,Material de Escritório,Impressora,28.08,3,0.2,5.26,NC,34.2257282,-77.9447107,Lucro
Premium,Consumidor,Wilmington,North Carolina,28403,South,Material de Escritório,Canetas,310.69,7,0.2,108.74,NC,34.2257282,-77.9447107,Lucro
Padrão,Consumidor,Huntington Beach,California,92646,West,Material de Escritório,Grampeador,95.92,8,0.0,25.9,CA,33.6783336,-118.0000166,Lucro
Padrão,Corporate,Huntington Beach,California,92646,West,Material de Escritório,Canetas,10.56,2,0.0,4.75,CA,33.6783336,-118.0000166,Lucro
Padrão,Corporate,Huntington Beach,California,92646,West,Material de Escritório,Grampeador,3.38,1,0.0,1.25,CA,33.6783336,-118.0000166,Lucro
Padrão,Corporate,Huntington Beach,California,92646,West,Material de Escritório,Etiquetas,5.22,2,0.0,2.4,CA,33.6783336,-118.0000166,Lucro
Premium,Corporate,Huntington Beach,California,92646,West,Tecnologia,Fax,2399.96,5,0.2,839.99,CA,33.6783336,-118.0000166,Lucro
Econômica,Home Office,Huntington Beach,California,92646,West,Material de Escritório,Envelopes,12.78,1,0.0,5.75,CA,33.6783336,-118.0000166,Lucro
Padrão,Corporate,Richmond,Kentucky,40475,South,Material de Escritório,Canetas,5.78,1,0.0,2.83,KY,37.7478572,-84.2946539,Lucro
Padrão,Consumidor,Richmond,Kentucky,40475,South,Móveis,Cadeiras,70.98,1,0.0,4.97,KY,37.7478572,-84.2946539,Lucro
Padrão,Consumidor,Richmond,Kentucky,40475,South,Material de Escritório,Etiquetas,294.93,3,0.0,144.52,KY,37.7478572,-84.2946539,Lucro
Especial,Corporate,Richmond,Kentucky,40475,South,Material de Escritório,Canetas,13.76,2,0.0,6.33,KY,37.7478572,-84.2946539,Lucro
Padrão,Consumidor,Richmond,Kentucky,40475,South,Material de Escritório,Papel,124.75,5,0.0,57.38,KY,37.7478572,-84.2946539,Lucro
Padrão,Corporate,Richmond,Kentucky,40475,South,Tecnologia,Smartphones,36.99,1,0.0,9.99,KY,37.7478572,-84.2946539,Lucro
Padrão,Corporate,Richmond,Kentucky,40475,South,Material de Escritório,Canetas,629.1,6,0.0,301.97,KY,37.7478572,-84.2946539,Lucro
Padrão,Corporate,Richmond,Kentucky,40475,South,Material de Escritório,Pen Drive,193.95,3,0.0,9.7,KY,37.7478572,-84.2946539,Lucro
Padrão,Corporate,Richmond,Kentucky,40475,South,Material de Escritório,Grampeador,5.46,3,0.0,1.47,KY,37.7478572,-84.2946539,Lucro
Especial,Home Office,Richmond,Kentucky,40475,South,Material de Escritório,Pen Drive,105.98,7,0.0,4.24,KY,37.7478572,-84.2946539,Lucro
Especial,Home Office,Richmond,Kentucky,40475,South,Material de Escritório,Suprimentos Gerais,35.06,2,0.0,10.52,KY,37.7478572,-84.2946539,Lucro
Especial,Home Office,Richmond,Kentucky,40475,South,Móveis,Cadeiras,33.94,1,0.0,9.16,KY,37.7478572,-84.2946539,Lucro
Especial,Home Office,Richmond,Kentucky,40475,South,Material de Escritório,Etiquetas,30.0,8,0.0,14.4,KY,37.7478572,-84.2946539,Lucro
Padrão,Home Office,Richmond,Kentucky,40475,South,Material de Escritório,Papel,2.88,1,0.0,1.41,KY,37.7478572,-84.2946539,Lucro
Padrão,Home Office,Richmond,Kentucky,40475,South,Material de Escritório,Pen Drive,1443.96,12,0.0,375.43,KY,37.7478572,-84.2946539,Lucro
Econômica,Consumidor,Richmond,Kentucky,40475,South,Material de Escritório,Canetas,9.42,3,0.0,4.24,KY,37.7478572,-84.2946539,Lucro
Econômica,Consumidor,Richmond,Kentucky,40475,South,Material de Escritório,Grampeador,6.56,2,0.0,1.9,KY,37.7478572,-84.2946539,Lucro
Econômica,Consumidor,Richmond,Kentucky,40475,South,Material de Escritório,Canetas,24.56,2,0.0,11.54,KY,37.7478572,-84.2946539,Lucro
Padrão,Corporate,Richmond,Kentucky,40475,South,Material de Escritório,Pen Drive,69.52,2,0.0,19.47,KY,37.7478572,-84.2946539,Lucro
Padrão,Corporate,Richmond,Kentucky,40475,South,Material de Escritório,Grampeador,5.64,3,0.0,1.64,KY,37.7478572,-84.2946539,Lucro
Econômica,Corporate,Richmond,Kentucky,40475,South,Material de Escritório,Canetas,26.4,5,0.0,11.88,KY,37.7478572,-84.2946539,Lucro
Padrão,Consumidor,Richmond,Kentucky,40475,South,Móveis,Cadeiras,866.4,4,0.0,225.26,KY,37.7478572,-84.2946539,Lucro
Econômica,Corporate,Richmond,Kentucky,40475,South,Material de Escritório,Impressora,146.76,3,0.0,38.16,KY,37.7478572,-84.2946539,Lucro
Econômica,Corporate,Richmond,Kentucky,40475,South,Tecnologia,Accessórios,32.96,2,0.0,14.17,KY,37.7478572,-84.2946539,Lucro
Econômica,Corporate,Richmond,Kentucky,40475,South,Tecnologia,Smartphones,587.97,3,0.0,164.63,KY,37.7478572,-84.2946539,Lucro
Econômica,Corporate,Richmond,Kentucky,40475,South,Material de Escritório,Canetas,14.94,3,0.0,7.02,KY,37.7478572,-84.2946539,Lucro
Econômica,Consumidor,Richmond,Kentucky,40475,South,Material de Escritório,Papel,29.36,2,0.0,13.51,KY,37.7478572,-84.2946539,Lucro
Econômica,Consumidor,Richmond,Kentucky,40475,South,Material de Escritório,Impressora,214.9,5,0.0,62.32,KY,37.7478572,-84.2946539,Lucro
Econômica,Consumidor,Richmond,Kentucky,40475,South,Material de Escritório,Papel,15.92,4,0.0,7.48,KY,37.7478572,-84.2946539,Lucro
Econômica,Consumidor,Richmond,Kentucky,40475,South,Tecnologia,Accessórios,146.45,5,0.0,48.33,KY,37.7478572,-84.2946539,Lucro
Econômica,Consumidor,Richmond,Kentucky,40475,South,Material de Escritório,Pen Drive,15.14,1,0.0,0.61,KY,37.7478572,-84.2946539,Lucro
Econômica,Consumidor,Richmond,Kentucky,40475,South,Material de Escritório,Etiquetas,5.76,2,0.0,2.65,KY,37.7478572,-84.2946539,Lucro
Econômica,Consumidor,Richmond,Kentucky,40475,South,Tecnologia,Fax,1399.98,2,0.0,629.99,KY,37.7478572,-84.2946539,Lucro
Padrão,Corporate,Richmond,Kentucky,40475,South,Material de Escritório,Papel,115.36,7,0.0,56.53,KY,37.7478572,-84.2946539,Lucro
Especial,Consumidor,Louisville,Colorado,80027,West,Tecnologia,Accessórios,196.75,6,0.2,56.57,CO,39.977763,-105.1319296,Lucro
Econômica,Consumidor,Louisville,Colorado,80027,West,Material de Escritório,Grampeador,3.39,1,0.2,0.81,CO,39.977763,-105.1319296,Lucro
Econômica,Consumidor,Louisville,Colorado,80027,West,Tecnologia,Smartphones,559.98,2,0.2,56.0,CO,39.977763,-105.1319296,Lucro
Econômica,Consumidor,Louisville,Colorado,80027,West,Móveis,Cadeiras,603.92,5,0.2,75.49,CO,39.977763,-105.1319296,Lucro
Padrão,Corporate,Louisville,Colorado,80027,West,Móveis,Móveis,29.33,3,0.2,3.67,CO,39.977763,-105.1319296,Lucro
Econômica,Consumidor,Louisville,Colorado,80027,West,Móveis,Mesas,145.98,2,0.5,-99.27,CO,39.977763,-105.1319296,Prejuízo
Econômica,Consumidor,Louisville,Colorado,80027,West,Material de Escritório,Canetas,35.81,4,0.2,12.53,CO,39.977763,-105.1319296,Lucro
Padrão,Home Office,Louisville,Colorado,80027,West,Material de Escritório,Papel,12.03,5,0.7,-9.22,CO,39.977763,-105.1319296,Prejuízo
Padrão,Home Office,Louisville,Colorado,80027,West,Tecnologia,Tablets,2549.98,5,0.7,-3399.98,CO,39.977763,-105.1319296,Prejuízo
Padrão,Home Office,Louisville,Colorado,80027,West,Material de Escritório,Papel,21.59,2,0.7,-15.84,CO,39.977763,-105.1319296,Prejuízo
Padrão,Home Office,Louisville,Colorado,80027,West,Material de Escritório,Papel,8.96,6,0.7,-6.57,CO,39.977763,-105.1319296,Prejuízo
Padrão,Home Office,Louisville,Colorado,80027,West,Material de Escritório,Canetas,20.74,4,0.2,7.26,CO,39.977763,-105.1319296,Lucro
Padrão,Corporate,Louisville,Colorado,80027,West,Material de Escritório,Grampeador,6.85,2,0.2,0.6,CO,39.977763,-105.1319296,Lucro
Econômica,Corporate,Louisville,Colorado,80027,West,Material de Escritório,Pastas,9.43,3,0.2,3.07,CO,39.977763,-105.1319296,Lucro
Padrão,Consumidor,Louisville,Colorado,80027,West,Tecnologia,Smartphones,201.58,2,0.2,20.16,CO,39.977763,-105.1319296,Lucro
Especial,Consumidor,Louisville,Colorado,80027,West,Material de Escritório,Envelopes,21.24,9,0.2,7.43,CO,39.977763,-105.1319296,Lucro
Especial,Consumidor,Louisville,Colorado,80027,West,Material de Escritório,Papel,9.55,8,0.7,-7.32,CO,39.977763,-105.1319296,Prejuízo
Especial,Consumidor,Louisville,Colorado,80027,West,Móveis,Cadernos,89.99,3,0.7,-152.98,CO,39.977763,-105.1319296,Prejuízo
Padrão,Consumidor,Louisville,Colorado,80027,West,Tecnologia,Accessórios,46.69,4,0.2,-2.92,CO,39.977763,-105.1319296,Prejuízo
Premium,Home Office,Louisville,Colorado,80027,West,Tecnologia,Smartphones,146.95,3,0.2,9.18,CO,39.977763,-105.1319296,Lucro
Premium,Home Office,Louisville,Colorado,80027,West,Móveis,Cadeiras,83.14,4,0.2,5.2,CO,39.977763,-105.1319296,Lucro
Padrão,Consumidor,Louisville,Colorado,80027,West,Material de Escritório,Pen Drive,237.1,3,0.2,20.75,CO,39.977763,-105.1319296,Lucro
Padrão,Consumidor,Louisville,Colorado,80027,West,Móveis,Móveis,22.75,3,0.2,7.11,CO,39.977763,-105.1319296,Lucro
Padrão,Consumidor,Louisville,Colorado,80027,West,Material de Escritório,Canetas,6.67,1,0.2,2.08,CO,39.977763,-105.1319296,Lucro
Padrão,Corporate,Lawrence,Massachusetts,1841,East,Móveis,Móveis,56.56,4,0.0,14.71,MA,42.7070354,-71.1631137,Lucro
Padrão,Corporate,Lawrence,Massachusetts,1841,East,Material de Escritório,Pen Drive,32.7,3,0.0,8.5,MA,42.7070354,-71.1631137,Lucro
Padrão,Consumidor,Lawrence,Massachusetts,1841,East,Material de Escritório,Pastas,22.2,5,0.0,10.43,MA,42.7070354,-71.1631137,Lucro
Padrão,Consumidor,Lawrence,Massachusetts,1841,East,Material de Escritório,Etiquetas,3.69,1,0.0,1.73,MA,42.7070354,-71.1631137,Lucro
Padrão,Consumidor,Lawrence,Massachusetts,1841,East,Material de Escritório,Etiquetas,122.12,4,0.0,56.18,MA,42.7070354,-71.1631137,Lucro
Padrão,Corporate,Lawrence,Massachusetts,1841,East,Material de Escritório,Pen Drive,46.26,3,0.0,12.49,MA,42.7070354,-71.1631137,Lucro
Padrão,Corporate,Lawrence,Massachusetts,1841,East,Material de Escritório,Papel,387.99,1,0.0,182.36,MA,42.7070354,-71.1631137,Lucro
Especial,Corporate,Lawrence,Massachusetts,1841,East,Material de Escritório,Grampeador,14.88,2,0.0,3.72,MA,42.7070354,-71.1631137,Lucro
Padrão,Corporate,Lawrence,Massachusetts,1841,East,Material de Escritório,Grampeador,6.68,2,0.0,2.0,MA,42.7070354,-71.1631137,Lucro
Premium,Corporate,Lawrence,Massachusetts,1841,East,Tecnologia,Smartphones,391.98,2,0.0,109.75,MA,42.7070354,-71.1631137,Lucro
Premium,Corporate,Lawrence,Massachusetts,1841,East,Tecnologia,Smartphones,437.85,3,0.0,131.35,MA,42.7070354,-71.1631137,Lucro
Padrão,Home Office,Lawrence,Massachusetts,1841,East,Material de Escritório,Papel,447.86,7,0.0,219.45,MA,42.7070354,-71.1631137,Lucro
Padrão,Home Office,Lawrence,Massachusetts,1841,East,Material de Escritório,Canetas,17.94,3,0.0,8.79,MA,42.7070354,-71.1631137,Lucro
Padrão,Home Office,Lawrence,Massachusetts,1841,East,Material de Escritório,Impressora,245.88,6,0.0,68.85,MA,42.7070354,-71.1631137,Lucro
Padrão,Consumidor,Lawrence,Massachusetts,1841,East,Material de Escritório,Canetas,19.44,3,0.0,9.33,MA,42.7070354,-71.1631137,Lucro
Padrão,Consumidor,Lawrence,Massachusetts,1841,East,Material de Escritório,Papel,16.14,3,0.0,7.91,MA,42.7070354,-71.1631137,Lucro
Padrão,Consumidor,Lawrence,Massachusetts,1841,East,Móveis,Mesas,194.25,2,0.3,-38.85,MA,42.7070354,-71.1631137,Prejuízo
Padrão,Consumidor,Lawrence,Massachusetts,1841,East,Material de Escritório,Grampeador,8.64,3,0.0,2.51,MA,42.7070354,-71.1631137,Lucro
Padrão,Consumidor,Lawrence,Massachusetts,1841,East,Móveis,Cadeiras,872.32,4,0.0,244.25,MA,42.7070354,-71.1631137,Lucro
Econômica,Consumidor,Lawrence,Massachusetts,1841,East,Material de Escritório,Grampeador,39.66,2,0.0,11.9,MA,42.7070354,-71.1631137,Lucro
Econômica,Consumidor,Lawrence,Massachusetts,1841,East,Material de Escritório,Impressora,113.92,2,0.0,33.04,MA,42.7070354,-71.1631137,Lucro
Econômica,Consumidor,Lawrence,Massachusetts,1841,East,Material de Escritório,Papel,447.86,7,0.0,210.49,MA,42.7070354,-71.1631137,Lucro
Padrão,Home Office,Lawrence,Massachusetts,1841,East,Tecnologia,Fax,1199.98,2,0.0,467.99,MA,42.7070354,-71.1631137,Lucro
Padrão,Home Office,Lawrence,Massachusetts,1841,East,Material de Escritório,Pen Drive,73.85,1,0.0,2.22,MA,42.7070354,-71.1631137,Lucro
Padrão,Home Office,Lawrence,Massachusetts,1841,East,Material de Escritório,Suprimentos Gerais,25.71,3,0.0,6.68,MA,42.7070354,-71.1631137,Lucro
Padrão,Home Office,Lawrence,Massachusetts,1841,East,Material de Escritório,Pastas,17.28,6,0.0,8.12,MA,42.7070354,-71.1631137,Lucro
Padrão,Home Office,Lawrence,Massachusetts,1841,East,Móveis,Mesas,526.58,2,0.3,-52.66,MA,42.7070354,-71.1631137,Prejuízo
Especial,Consumidor,Lawrence,Massachusetts,1841,East,Material de Escritório,Papel,37.68,6,0.0,16.96,MA,42.7070354,-71.1631137,Lucro
Padrão,Corporate,Lawrence,Massachusetts,1841,East,Móveis,Móveis,31.4,5,0.0,13.19,MA,42.7070354,-71.1631137,Lucro
Padrão,Corporate,Lawrence,Massachusetts,1841,East,Móveis,Móveis,9.48,1,0.0,3.79,MA,42.7070354,-71.1631137,Lucro
Padrão,Corporate,Lawrence,Massachusetts,1841,East,Tecnologia,Smartphones,209.5,10,0.0,58.66,MA,42.7070354,-71.1631137,Lucro
Padrão,Corporate,Lawrence,Massachusetts,1841,East,Móveis,Móveis,24.3,5,0.0,10.45,MA,42.7070354,-71.1631137,Lucro
Padrão,Corporate,Lawrence,Massachusetts,1841,East,Material de Escritório,Canetas,6.48,1,0.0,3.11,MA,42.7070354,-71.1631137,Lucro
Econômica,Consumidor,Jackson,Mississippi,39212,South,Móveis,Cadeiras,866.4,4,0.0,225.26,MS,32.3012717,-90.1910589,Lucro
Especial,Consumidor,Jackson,Mississippi,39212,South,Tecnologia,Accessórios,479.97,3,0.0,163.19,MS,32.3012717,-90.1910589,Lucro
Especial,Consumidor,Jackson,Mississippi,39212,South,Material de Escritório,Etiquetas,14.62,2,0.0,6.87,MS,32.3012717,-90.1910589,Lucro
Especial,Consumidor,Jackson,Mississippi,39212,South,Material de Escritório,Canetas,19.44,3,0.0,9.33,MS,32.3012717,-90.1910589,Lucro
Padrão,Consumidor,Jackson,Mississippi,39212,South,Material de Escritório,Grampeador,185.88,6,0.0,50.19,MS,32.3012717,-90.1910589,Lucro
Padrão,Consumidor,Jackson,Mississippi,39212,South,Material de Escritório,Pen Drive,173.8,5,0.0,43.45,MS,32.3012717,-90.1910589,Lucro
Padrão,Home Office,Jackson,Mississippi,39212,South,Material de Escritório,Papel,511.84,8,0.0,240.56,MS,32.3012717,-90.1910589,Lucro
Padrão,Home Office,Jackson,Mississippi,39212,South,Material de Escritório,Grampeador,91.96,4,0.0,25.75,MS,32.3012717,-90.1910589,Lucro
Padrão,Home Office,Jackson,Mississippi,39212,South,Material de Escritório,Grampeador,8.34,3,0.0,2.17,MS,32.3012717,-90.1910589,Lucro
Padrão,Home Office,Jackson,Mississippi,39212,South,Material de Escritório,Pastas,23.34,3,0.0,0.23,MS,32.3012717,-90.1910589,Lucro
Padrão,Consumidor,Jackson,Mississippi,39212,South,Móveis,Móveis,133.38,6,0.0,58.69,MS,32.3012717,-90.1910589,Lucro
Padrão,Consumidor,Jackson,Mississippi,39212,South,Tecnologia,Accessórios,66.3,3,0.0,8.62,MS,32.3012717,-90.1910589,Lucro
Econômica,Home Office,Jackson,Mississippi,39212,South,Tecnologia,Accessórios,599.97,3,0.0,257.99,MS,32.3012717,-90.1910589,Lucro
Econômica,Home Office,Jackson,Mississippi,39212,South,Tecnologia,Smartphones,38.97,3,0.0,0.78,MS,32.3012717,-90.1910589,Lucro
Econômica,Home Office,Jackson,Mississippi,39212,South,Material de Escritório,Papel,45.84,8,0.0,22.0,MS,32.3012717,-90.1910589,Lucro
Padrão,Consumidor,Jackson,Mississippi,39212,South,Material de Escritório,Pen Drive,7.89,1,0.0,0.32,MS,32.3012717,-90.1910589,Lucro
Padrão,Consumidor,Jackson,Mississippi,39212,South,Material de Escritório,Canetas,65.5,5,0.0,32.1,MS,32.3012717,-90.1910589,Lucro
Padrão,Consumidor,Jackson,Mississippi,39212,South,Móveis,Mesas,2430.08,8,0.0,388.81,MS,32.3012717,-90.1910589,Lucro
Padrão,Home Office,Jackson,Mississippi,39212,South,Móveis,Móveis,18.92,4,0.0,7.38,MS,32.3012717,-90.1910589,Lucro
Padrão,Home Office,Jackson,Mississippi,39212,South,Material de Escritório,Papel,15.42,2,0.0,6.94,MS,32.3012717,-90.1910589,Lucro
Econômica,Consumidor,Jackson,Mississippi,39212,South,Tecnologia,Accessórios,47.79,3,0.0,16.25,MS,32.3012717,-90.1910589,Lucro
Padrão,Corporate,Jackson,Mississippi,39212,South,Móveis,Móveis,6.16,2,0.0,1.97,MS,32.3012717,-90.1910589,Lucro
Padrão,Corporate,Jackson,Mississippi,39212,South,Material de Escritório,Grampeador,56.3,2,0.0,15.76,MS,32.3012717,-90.1910589,Lucro
Padrão,Corporate,Jackson,Mississippi,39212,South,Material de Escritório,Papel,11.43,3,0.0,5.37,MS,32.3012717,-90.1910589,Lucro
Padrão,Corporate,Jackson,Mississippi,39212,South,Material de Escritório,Papel,30.44,2,0.0,14.92,MS,32.3012717,-90.1910589,Lucro
Padrão,Corporate,Jackson,Mississippi,39212,South,Material de Escritório,Canetas,12.96,2,0.0,6.35,MS,32.3012717,-90.1910589,Lucro
Padrão,Corporate,Jackson,Mississippi,39212,South,Material de Escritório,Canetas,16.0,4,0.0,7.68,MS,32.3012717,-90.1910589,Lucro
Padrão,Corporate,Jackson,Mississippi,39212,South,Material de Escritório,Impressora,32.67,3,0.0,8.49,MS,32.3012717,-90.1910589,Lucro
Padrão,Consumidor,Jackson,Mississippi,39212,South,Tecnologia,Smartphones,659.97,3,0.0,197.99,MS,32.3012717,-90.1910589,Lucro
Padrão,Consumidor,Jackson,Mississippi,39212,South,Tecnologia,Smartphones,113.73,3,0.0,32.98,MS,32.3012717,-90.1910589,Lucro
Padrão,Consumidor,Jackson,Mississippi,39212,South,Material de Escritório,Grampeador,264.18,7,0.0,68.69,MS,32.3012717,-90.1910589,Lucro
Padrão,Home Office,Jackson,Mississippi,39212,South,Material de Escritório,Canetas,319.76,14,0.0,147.09,MS,32.3012717,-90.1910589,Lucro
Padrão,Home Office,Jackson,Mississippi,39212,South,Material de Escritório,Canetas,45.68,2,0.0,21.01,MS,32.3012717,-90.1910589,Lucro
Padrão,Consumidor,Jackson,Mississippi,39212,South,Material de Escritório,Pastas,11.68,4,0.0,5.26,MS,32.3012717,-90.1910589,Lucro
Econômica,Corporate,Canton,Michigan,48187,Central,Móveis,Móveis,28.4,2,0.0,11.08,MI,42.3076547,-83.4868961,Lucro
Econômica,Corporate,Canton,Michigan,48187,Central,Material de Escritório,Papel,287.92,8,0.0,138.2,MI,42.3076547,-83.4868961,Lucro
Econômica,Home Office,Canton,Michigan,48187,Central,Material de Escritório,Pen Drive,501.81,3,0.0,0.0,MI,42.3076547,-83.4868961,Lucro Zero
Especial,Home Office,New Rochelle,New York,10801,East,Tecnologia,Tablets,69.99,1,0.0,30.1,NY,40.912473,-73.7830235,Lucro
Padrão,Consumidor,New Rochelle,New York,10801,East,Tecnologia,Accessórios,149.95,5,0.0,15.0,NY,40.912473,-73.7830235,Lucro
Padrão,Consumidor,New Rochelle,New York,10801,East,Material de Escritório,Papel,51.31,3,0.2,18.6,NY,40.912473,-73.7830235,Lucro
Padrão,Consumidor,New Rochelle,New York,10801,East,Móveis,Cadeiras,631.78,2,0.1,140.4,NY,40.912473,-73.7830235,Lucro
Padrão,Consumidor,New Rochelle,New York,10801,East,Móveis,Móveis,60.72,3,0.0,26.11,NY,40.912473,-73.7830235,Lucro
Padrão,Consumidor,New Rochelle,New York,10801,East,Material de Escritório,Papel,13.9,2,0.2,4.52,NY,40.912473,-73.7830235,Lucro
Padrão,Home Office,New Rochelle,New York,10801,East,Material de Escritório,Canetas,46.35,5,0.0,21.78,NY,40.912473,-73.7830235,Lucro
Padrão,Home Office,New Rochelle,New York,10801,East,Material de Escritório,Canetas,223.92,4,0.0,109.72,NY,40.912473,-73.7830235,Lucro
Padrão,Home Office,New Rochelle,New York,10801,East,Material de Escritório,Suprimentos Gerais,7.3,2,0.0,2.19,NY,40.912473,-73.7830235,Lucro
Padrão,Home Office,Gastonia,North Carolina,28052,South,Material de Escritório,Papel,189.59,2,0.7,-145.35,NC,35.2622158,-81.1838794,Prejuízo
Padrão,Home Office,Gastonia,North Carolina,28052,South,Tecnologia,Accessórios,408.74,7,0.2,76.64,NC,35.2622158,-81.1838794,Lucro
Padrão,Home Office,Gastonia,North Carolina,28052,South,Tecnologia,Accessórios,291.96,5,0.2,54.74,NC,35.2622158,-81.1838794,Lucro
Padrão,Home Office,Gastonia,North Carolina,28052,South,Material de Escritório,Pen Drive,4.77,2,0.2,-0.77,NC,35.2622158,-81.1838794,Prejuízo
Padrão,Consumidor,Jacksonville,Florida,32216,South,Material de Escritório,Papel,4.81,2,0.7,-3.69,FL,30.3321838,-81.655651,Prejuízo
Padrão,Consumidor,Jacksonville,Florida,32216,South,Tecnologia,Accessórios,247.8,5,0.2,-18.58,FL,30.3321838,-81.655651,Prejuízo
Especial,Consumidor,Jacksonville,Florida,32216,South,Móveis,Móveis,34.5,1,0.2,6.04,FL,30.3321838,-81.655651,Lucro
Padrão,Corporate,Jacksonville,Florida,32216,South,Móveis,Mesas,383.44,4,0.45,-167.32,FL,30.3321838,-81.655651,Prejuízo
Econômica,Corporate,Jacksonville,Florida,32216,South,Tecnologia,Accessórios,191.47,6,0.2,40.69,FL,30.3321838,-81.655651,Lucro
Econômica,Corporate,Jacksonville,Florida,32216,South,Material de Escritório,Grampeador,5.25,2,0.2,0.59,FL,30.3321838,-81.655651,Lucro
Econômica,Corporate,Jacksonville,Florida,32216,South,Tecnologia,Smartphones,59.18,2,0.2,5.18,FL,30.3321838,-81.655651,Lucro
Econômica,Home Office,Jacksonville,Florida,32216,South,Móveis,Cadeiras,1166.92,5,0.2,131.28,FL,30.3321838,-81.655651,Lucro
Padrão,Consumidor,Jacksonville,Florida,32216,South,Tecnologia,Smartphones,863.88,3,0.2,107.98,FL,30.3321838,-81.655651,Lucro
Especial,Consumidor,Jacksonville,Florida,32216,South,Material de Escritório,Etiquetas,15.12,3,0.2,4.91,FL,30.3321838,-81.655651,Lucro
Especial,Consumidor,Jacksonville,Florida,32216,South,Material de Escritório,Papel,17.43,1,0.7,-13.36,FL,30.3321838,-81.655651,Prejuízo
